,movie_title,genres,country,language,imdb_score,actor_1_name
4151,High Tension ,Horror,France,French,6.8,Cécile De France
4152,Griff the Invisible ,"Comedy, Drama, Romance, Sci-Fi",Australia,English,6.1,Maeve Dermody
4153,Unnatural ,"Action, Horror, Thriller",USA,English,4.0,Q'orianka Kilcher
4154,Hustle & Flow ,"Crime, Drama, Music",USA,English,7.4,Isaac Hayes
4155,Some Like It Hot ,"Comedy, Music, Romance",USA,English,8.3,Nehemiah Persoff
4156,Friday the 13th Part VII: The New Blood ,Horror,USA,English,5.3,Kane Hodder
4157,The Wizard of Oz ,"Adventure, Family, Fantasy, Musical",USA,English,8.1,Margaret Hamilton
4158,Young Frankenstein ,Comedy,USA,English,8.0,Madeline Kahn
4159,Diary of the Dead ,Horror,USA,English,5.7,Megan Park
4160,Lage Raho Munna Bhai ,"Comedy, Drama, Romance",India,Hindi,8.2,Vidya Balan
4161,Ulee's Gold ,Drama,USA,English,7.1,Peter Fonda
4162,The Black Stallion ,"Adventure, Family, Sport",USA,English,7.4,Teri Garr
4163,Sardaar Ji ,Romance,Canada,Panjabi,6.6,Bhavkhandan Singh Rakhra
4164,Journey to Saturn ,"Action, Adventure, Animation, Comedy, Sci-Fi",Denmark,Danish,5.7,Iben Hjejle
4165,Donovan's Reef ,"Adventure, Comedy, Romance",USA,English,6.9,Lee Marvin
4166,The Dress ,"Comedy, Drama",Netherlands,Dutch,7.0,Rijk de Gooyer
4167,A Guy Named Joe ,"Drama, Fantasy, Romance, War",USA,English,7.0,Spencer Tracy
4168,Blazing Saddles ,"Comedy, Western",USA,English,7.8,Madeline Kahn
4169,Friday the 13th: The Final Chapter ,"Horror, Thriller",USA,English,5.9,Judie Aronson
4170,Ida ,Drama,Poland,Polish,7.4,Joanna Kulig
4171,Maurice ,"Drama, Romance",UK,English,7.8,Rupert Graves
4172,Beer League ,"Comedy, Sport",USA,English,6.0,Joe Lo Truglio
4173,The Astronaut's Wife ,"Drama, Sci-Fi, Thriller",USA,English,5.3,Johnny Depp
4174,Riding Giants ,"Documentary, History, Sport",USA,English,7.9,Gerry Lopez
4175,Timecrimes ,"Horror, Mystery, Sci-Fi, Thriller",Spain,Spanish,7.2,Karra Elejalde
4176,Silver Medallist ,"Action, Adventure, Comedy",China,Mandarin,7.4,Jack Kao
4177,Timber Falls ,"Horror, Thriller",USA,English,5.3,Brianna Brown
4178,Singin' in the Rain ,"Comedy, Musical, Romance",USA,English,8.3,Rita Moreno
4179,"Fat, Sick & Nearly Dead ",Documentary,Australia,English,7.6,Joe Cross
4180,A Haunted House ,"Comedy, Fantasy",USA,English,5.1,Essence Atkins
4181,2016: Obama's America ,Documentary,USA,English,5.1,Barack Obama
4182,Halloween II ,Horror,USA,English,4.9,Scout Taylor-Compton
4183,That Thing You Do! ,"Comedy, Drama, Music",USA,English,6.9,Tom Hanks
4184,Halloween III: Season of the Witch ,"Horror, Mystery, Sci-Fi",USA,English,4.6,Tom Atkins
4185,Escape from the Planet of the Apes ,"Action, Sci-Fi",USA,English,6.3,Roddy McDowall
4186,Hud ,Drama,USA,English,7.9,Patricia Neal
4187,Kevin Hart: Let Me Explain ,"Comedy, Documentary",USA,English,6.7,David Jason Perez
4188,My Own Private Idaho ,Drama,USA,English,7.1,Keanu Reeves
4189,Garden State ,"Comedy, Drama, Romance",USA,English,7.6,Armando Riesco
4190,Before Sunrise ,"Drama, Romance",USA,English,8.1,Hanno Pöschl
4191,Sur le seuil ,"Action, Drama, Horror, Thriller",Canada,French,6.6,Patrick Huard
4192,Jesus' Son ,Drama,USA,English,7.0,Billy Crudup
4193,Saving Face ,"Comedy, Drama, Romance",USA,English,7.6,Joan Chen
4194,Brick Lane ,Drama,UK,English,6.7,Satish Kaushik
4195,Robot & Frank ,"Comedy, Crime, Drama, Sci-Fi",USA,English,7.1,Frank Langella
4196,My Life Without Me ,"Drama, Romance",Spain,English,7.6,Sarah Polley
4197,The Spectacular Now ,"Comedy, Drama, Romance",USA,English,7.1,Shailene Woodley
4198,Marilyn Hotchkiss' Ballroom Dancing and Charm School ,"Comedy, Family, Musical, Romance, Short",USA,English,7.1,William Hurt
4199,Religulous ,"Comedy, Documentary, War",USA,English,7.7,Bill Maher
4200,Fuel ,Documentary,USA,English,7.6,Larry David
4201,Valley of the Heart's Delight ,Drama,USA,English,6.6,Bruce McGill
4202,Dodgeball: A True Underdog Story ,"Comedy, Sport",USA,English,6.7,Gary Cole
4203,Eye of the Dolphin ,"Comedy, Drama, Family",USA,English,5.7,Katharine Ross
4204,8: The Mormon Proposition ,Documentary,USA,English,7.1,Dustin Lance Black
4205,The Other End of the Line ,"Comedy, Drama, Romance",UK,English,6.2,Larry Miller
4206,Anatomy ,"Horror, Thriller",Germany,German,6.1,Benno Fürmann
4207,Sleep Dealer ,"Drama, Romance, Sci-Fi, Thriller",USA,Spanish,5.9,Leonor Varela
4208,Super ,"Comedy, Crime, Drama",USA,English,6.8,Linda Cardellini
4209,Christmas Mail ,"Comedy, Drama, Family, Romance",USA,English,5.8,Ashley Scott
4210,Stung ,"Comedy, Horror",Germany,English,5.0,Clifton Collins Jr.
4211,Antibirth ,Horror,USA,English,6.3,Natasha Lyonne
4212,Get on the Bus ,"Drama, History",USA,English,6.8,Bernie Mac
4213,Thr3e ,"Drama, Horror, Mystery, Thriller",Poland,English,5.1,Marc Blucas
4214,Idiocracy ,"Adventure, Comedy, Sci-Fi",USA,English,6.6,Anthony 'Citric' Campos
4215,The Rise of the Krays ,"Crime, Drama",UK,English,5.0,Simon Merrells
4216,This Is England ,"Crime, Drama",UK,English,7.7,Stephen Graham
4217,Alien Uprising ,"Comedy, Sci-Fi",UK,English,3.1,Julian Glover
4218,Bathing Beauty ,"Comedy, Musical",USA,English,6.5,Esther Williams
4219,Go for It! ,"Drama, Musical",USA,English,3.9,Jossara Jinaro
4220,"Dancer, Texas Pop. 81 ","Comedy, Drama, Family",USA,English,6.8,Ethan Embry
4221,Show Boat ,"Drama, Family, Musical, Romance",USA,English,7.0,Agnes Moorehead
4222,Redemption Road ,Drama,USA,English,5.9,Tom Skerritt
4223,The Calling ,Thriller,USA,English,5.8,Topher Grace
4224,The Brave Little Toaster ,"Adventure, Animation, Comedy, Family, Fantasy, Musical",USA,English,7.3,Jon Lovitz
4225,Fantasia ,"Animation, Family, Fantasy, Music",USA,English,7.8,Leopold Stokowski
4226,The French Connection ,"Action, Crime, Drama, Thriller",USA,English,7.8,Roy Scheider
4227,8 Days ,"Drama, Thriller",USA,English,6.9,Nicole Smolen
4228,Friday the 13th Part III ,"Horror, Thriller",USA,English,5.7,Richard Brooker
4229,Friday the 13th: A New Beginning ,"Horror, Mystery, Thriller",USA,English,4.7,Tiffany Helm
4230,The Last Sin Eater ,Drama,USA,English,5.9,Henry Thomas
4231,Do You Believe? ,Drama,USA,English,5.9,Alexa PenaVega
4232,Impact Point ,Thriller,USA,English,4.3,Brian Austin Green
4233,The Valley of Decision ,Drama,USA,English,7.5,Jessica Tandy
4234,Eden ,"Drama, Thriller",Spain,English,4.8,Jessica Lowndes
4235,Chicken Tikka Masala ,"Comedy, Drama, Romance",UK,English,5.8,Saeed Jaffrey
4236,Always Woodstock ,"Comedy, Music, Romance",USA,English,5.3,Ryan Guzman
4237,Jack Brooks: Monster Slayer ,"Action, Comedy, Horror",Canada,English,6.0,Rachel Skarsten
4238,The Best Years of Our Lives ,"Drama, Romance, War",USA,English,8.1,Myrna Loy
4239,Bully ,"Biography, Crime, Drama",USA,English,7.0,Kelli Garner
4240,Elling ,"Comedy, Drama",Norway,Norwegian,7.6,Jørgen Langhelle
4241,Mi America ,"Crime, Drama",USA,English,7.2,Michael Derek
4242,[Rec] ,Horror,Spain,Spanish,7.5,Manuela Velasco
4243,Lies in Plain Sight ,Drama,USA,English,6.3,Rosie Perez
4244,Sharkskin ,"Comedy, Drama, Mystery, Romance, Thriller",USA,English,6.7,Travis Myers
4245,Containment ,"Horror, Sci-Fi, Thriller",UK,English,4.8,Walter Hendrix III
4246,The Timber ,"Adventure, Drama, Western",USA,English,5.5,James Ransone
4247,From Russia with Love ,"Action, Adventure, Thriller",UK,English,7.5,Robert Shaw
4248,The Toxic Avenger Part II ,"Action, Comedy, Horror, Sci-Fi",USA,English,5.1,Phoebe Legere
4249,In the Heat of the Night             ,"Crime, Drama, Mystery",USA,English,7.4,Carroll O'Connor
4250,Sleeper ,"Comedy, Sci-Fi",USA,English,7.3,Woody Allen
4251,It Follows ,"Horror, Mystery",USA,English,6.9,Maika Monroe
4252,Everything You Always Wanted to Know About Sex * But Were Afraid to Ask ,Comedy,USA,English,6.8,Woody Allen
4253,To Kill a Mockingbird ,"Crime, Drama",USA,English,8.4,Robert Duvall
4254,Mad Max 2: The Road Warrior ,"Action, Adventure, Sci-Fi, Thriller",Australia,English,7.6,Vernon Wells
4255,The Legend of Drunken Master ,"Action, Comedy",Hong Kong,Cantonese,7.6,Andy Lau
4256,Lolita ,"Crime, Drama, Romance",UK,English,7.7,James Mason
4257,Boys Don't Cry ,"Biography, Crime, Drama, Romance",USA,English,7.6,Alicia Goranson
4258,Silent House ,"Drama, Horror, Mystery, Thriller",France,English,5.3,Eric Sheffer Stevens
4259,The Lives of Others ,"Drama, Thriller",Germany,German,8.5,Sebastian Koch
4260,Courageous ,Drama,USA,English,7.0,Ben Davies
4261,The Hustler ,"Drama, Sport",USA,English,8.0,George C. Scott
4262,Boom Town ,"Adventure, Drama, Romance, Western",USA,English,7.1,Hedy Lamarr
4263,The Triplets of Belleville ,"Animation, Comedy, Drama",France,French,7.8,Michel Robin
4264,Smoke Signals ,"Comedy, Drama",Canada,English,7.2,Michael Greyeyes
4265,American Splendor ,"Biography, Comedy, Drama",USA,English,7.5,Josh Hutcherson
4266,Before Sunset ,"Drama, Romance",USA,English,8.0,Vernon Dobtcheff
4267,Amores Perros ,"Drama, Thriller",Mexico,Spanish,8.1,Adriana Barraza
4268,Thirteen ,Drama,USA,English,6.8,Holly Hunter
4269,Gentleman's Agreement ,"Drama, Romance",USA,English,7.4,Dean Stockwell
4270,Winter's Bone ,Drama,USA,English,7.2,Jennifer Lawrence
4271,Touching the Void ,"Adventure, Documentary, Drama, Sport",UK,English,8.1,Nicholas Aaron
4272,Alexander's Ragtime Band ,"Drama, Musical, Romance",USA,English,7.0,Tyrone Power
4273,Me and You and Everyone We Know ,"Comedy, Drama",USA,English,7.4,Najarra Townsend
4274,Inside Job ,"Crime, Documentary",USA,English,8.3,Matt Damon
4275,We Are Your Friends ,"Drama, Music, Romance",UK,English,6.1,Vanessa Lengies
4276,Ghost Dog: The Way of the Samurai ,"Action, Crime, Drama, Thriller",France,English,7.5,Henry Silva
4277,Harsh Times ,"Action, Crime, Drama, Thriller",USA,English,7.0,J.K. Simmons
4278,Captive ,"Crime, Drama, Thriller",USA,English,5.3,David Oyelowo
4279,Full Frontal ,"Comedy, Romance",USA,English,4.7,Julia Roberts
4280,Witchboard ,"Horror, Mystery, Thriller",UK,English,5.7,Kathleen Wilhoite
4281,Strangers with Candy             ,Comedy,USA,English,8.1,Stephen Colbert
4282,Hamlet ,Drama,UK,English,7.8,Julie Christie
4283,Shortbus ,"Comedy, Drama, Romance",USA,English,6.5,Sook-Yin Lee
4284,Waltz with Bashir ,"Animation, Biography, Documentary, Drama, History, War",Israel,Hebrew,8.0,Ari Folman
4285,"The Book of Mormon Movie, Volume 1: The Journey ",Adventure,USA,English,3.3,Noah Danby
4286,No End in Sight ,"Documentary, War",USA,English,8.3,Campbell Scott
4287,The Diary of a Teenage Girl ,"Drama, Romance",USA,English,6.9,Alexander Skarsgård
4288,Get Real             ,"Comedy, Drama, Romance",USA,English,7.3,Anne Hathaway
4289,In the Shadow of the Moon ,"Documentary, History",UK,English,8.1,John F. Kennedy
4290,Meek's Cutoff ,"Drama, Western",USA,English,6.5,Bruce Greenwood
4291,Inside Deep Throat ,"Biography, Documentary, History",USA,English,6.8,Hugh M. Hefner
4292,Dinner Rush ,"Crime, Drama, Romance",USA,English,7.3,Danny Aiello
4293,Clockwatchers ,"Comedy, Drama",UK,English,6.4,Alanna Ubach
4294,The Virginity Hit ,Comedy,USA,English,4.6,Matt Bennett
4295,Subway ,"Comedy, Drama, Thriller",France,French,6.5,Christopher Lambert
4296,House of D ,"Comedy, Drama",USA,English,7.0,Robin Williams
4297,Teeth ,"Comedy, Fantasy, Horror, Thriller",USA,English,5.4,Jess Weixler
4298,Six-String Samurai ,"Action, Adventure, Comedy, Drama, Music, Sci-Fi",USA,English,6.7,Jeffrey Falcon
4299,Hum To Mohabbat Karega ,"Action, Comedy, Romance, Thriller",India,Hindi,2.8,Karisma Kapoor
4300,It's All Gone Pete Tong ,"Biography, Comedy, Drama, Music",UK,English,7.4,Paul Kaye
4301,Saint John of Las Vegas ,"Comedy, Drama",USA,English,5.8,Peter Dinklage
4302,24 7: Twenty Four Seven ,"Comedy, Drama, Romance, Sport",UK,English,7.1,Bob Hoskins
4303,Stonewall ,Drama,USA,English,4.5,Jeremy Irvine
4304,Eureka             ,"Comedy, Drama, Sci-Fi",USA,English,7.9,Joe Morton
4305,Roadside Romeo ,"Animation, Comedy, Family, Romance",India,Hindi,5.3,Saif Ali Khan
4306,This Thing of Ours ,"Crime, Drama",USA,English,5.4,Vincent Pastore
4307,The Lost Medallion: The Adventures of Billy Stone ,"Adventure, Family, Fantasy",Thailand,English,4.8,Alex Kendrick
4308,The Last Five Years ,"Comedy, Drama, Musical, Romance",USA,English,5.9,Anna Kendrick
4309,The Missing Person ,Drama,USA,English,6.2,Merritt Wever
4310,Return of the Living Dead III ,"Horror, Romance, Sci-Fi",USA,English,5.9,Melinda Clarke
4311,London ,"Drama, Romance",UK,English,6.6,Jason Statham
4312,Sherrybaby ,Drama,USA,English,6.6,Brad William Henke
4313,Stealing Harvard ,"Comedy, Crime",USA,English,5.1,Martin Starr
4314,Circle ,"Drama, Horror, Mystery, Sci-Fi, Thriller",USA,English,6.0,Jordi Vilasuso
4315,Eden Lake ,"Horror, Thriller",UK,English,6.8,Michael Fassbender
4316,Plush ,Thriller,USA,English,5.4,Frances Fisher
4317,Vampire Killers ,"Action, Comedy, Fantasy, Horror",UK,English,5.2,MyAnna Buring
4318,Gangster's Paradise: Jerusalema ,"Action, Crime, Drama",South Africa,English,7.8,Rapulana Seiphemo
4319,Freeze Frame ,"Crime, Drama, Thriller",UK,English,6.4,Colin Salmon
4320,Grave Encounters ,Horror,Canada,English,6.1,Mackenzie Gray
4321,Stitches ,"Comedy, Horror",Ireland,English,5.7,Peter McQuinn
4322,Nine Dead ,"Crime, Drama, Horror, Mystery, Thriller",USA,English,5.5,Daniel Baldwin
4323,"To Be Frank, Sinatra at 100 ",Documentary,UK,English,7.4,Alice Cooper
4324,Bananas ,Comedy,USA,English,7.1,Woody Allen
4325,Supercapitalist ,Thriller,USA,English,3.9,Paul Sheehan
4326,Rockaway ,"Action, Crime, Drama, Thriller",USA,English,4.6,Nicholas Gonzalez
4327,Wings             ,"Comedy, Drama",USA,English,7.3,Steven Weber
4328,The Lady from Shanghai ,"Crime, Drama, Film-Noir, Mystery, Thriller",USA,English,7.7,Rita Hayworth
4329,No Man's Land: The Rise of Reeker ,"Horror, Thriller",USA,English,4.9,Mircea Monroe
4330,Highway ,"Crime, Drama",USA,English,6.3,Jake Gyllenhaal
4331,Small Apartments ,"Comedy, Crime, Drama",USA,English,6.1,Noel Gugliemi
4332,Coffee Town ,Comedy,USA,English,6.6,Sunil Narkar
4333,The Ghastly Love of Johnny X ,"Comedy, Fantasy, Musical, Sci-Fi",USA,English,5.7,Kate Maberly
4334,All Is Bright ,"Comedy, Drama",USA,English,5.6,Sally Hawkins
4335,The Torture Chamber of Dr. Sadism ,"Horror, Mystery",West Germany,German,6.0,Christopher Lee
4336,Straight A's ,"Comedy, Drama",USA,English,5.7,Jon Mack
4337,A Funny Thing Happened on the Way to the Forum ,"Comedy, Musical",USA,English,7.0,Buster Keaton
4338,Slacker Uprising ,Documentary,USA,English,5.3,Michael Moore
4339,The Legend of Hell's Gate: An American Conspiracy ,"Action, Adventure, History, Western",USA,English,4.4,William McNamara
4340,The Walking Deceased ,"Comedy, Horror",USA,English,3.4,Trenton Rostedt
4341,The Curse of Downers Grove ,"Drama, Horror, Mystery, Thriller",USA,English,4.5,Kevin Zegers
4342,Shark Lake ,Thriller,USA,English,3.4,Melissa Bolona
4343,River's Edge ,"Crime, Drama",USA,English,7.1,Keanu Reeves
4344,Northfork ,"Drama, Fantasy",USA,English,6.4,Peter Coyote
4345,The Marine 4: Moving Target ,"Action, Thriller",USA,English,5.2,Paul McGillion
4346,Buried ,"Drama, Mystery, Thriller",Spain,English,7.0,Ryan Reynolds
4347,Submarine ,"Comedy, Drama, Romance",UK,English,7.3,Craig Roberts
4348,The Square ,"Documentary, Drama, History, News",Egypt,Arabic,8.1,Khalid Abdalla
4349,One to Another ,Drama,France,French,5.8,Karl E. Landler
4350,Carrie ,"Drama, Fantasy, Horror",USA,English,5.9,Chloë Grace Moretz
4351,ABCD (Any Body Can Dance) ,"Drama, Musical",India,Hindi,6.4,Lauren Gottlieb
4352,A Nightmare on Elm Street ,Horror,USA,English,7.5,Johnny Depp
4353,Man on Wire ,"Biography, Crime, Documentary, History, Thriller",UK,English,7.8,Paul McGill
4354,Abandoned ,Drama,New Zealand,English,6.3,Siobhan Marshall
4355,Brotherly Love ,Drama,USA,English,7.2,Logan Browning
4356,The Last Exorcism ,"Drama, Horror, Thriller",France,English,5.6,Caleb Landry Jones
4357,Nowhere Boy ,"Biography, Drama, Music",UK,English,7.2,Kristin Scott Thomas
4358,A Streetcar Named Desire ,Drama,USA,English,8.0,Marlon Brando
4359,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb ,Comedy,USA,English,8.5,George C. Scott
4360,El crimen del padre Amaro ,"Drama, Romance",Mexico,Spanish,6.8,Damián Alcázar
4361,Beasts of the Southern Wild ,"Drama, Fantasy",USA,English,7.3,Quvenzhané Wallis
4362,Battle for the Planet of the Apes ,"Action, Sci-Fi",USA,English,5.5,Roddy McDowall
4363,Songcatcher ,"Drama, Music",USA,English,7.3,Aidan Quinn
4364,Higher Ground ,Drama,USA,English,6.3,Donna Murphy
4365,Vaalu ,"Comedy, Romance",India,Tamil,5.1,Hansika Motwani
4366,The Greatest Movie Ever Sold ,"Comedy, Documentary",USA,English,6.6,Quentin Tarantino
4367,Ed and His Dead Mother ,"Comedy, Horror",USA,English,6.1,Steve Buscemi
4368,Travelers and Magicians ,"Adventure, Drama",Australia,Dzongkha,7.5,Tshewang Dendup
4369,Hang 'Em High ,Western,USA,English,7.0,Clint Eastwood
4370,Deadline - U.S.A. ,"Crime, Drama, Film-Noir",USA,English,7.2,Humphrey Bogart
4371,Sublime ,"Horror, Thriller",USA,English,5.3,George Newbern
4372,A Beginner's Guide to Snuff ,"Comedy, Horror, Thriller",USA,English,8.7,Kimberley Crossman
4373,Independence Daysaster ,"Action, Sci-Fi",Canada,English,3.4,Tom Everett Scott
4374,Dysfunctional Friends ,"Comedy, Drama",USA,English,5.4,Christian Keyes
4375,Run Lola Run ,"Crime, Drama",Germany,German,7.8,Moritz Bleibtreu
4376,May ,"Drama, Horror",USA,English,6.7,James Duval
4377,Against the Wild ,"Adventure, Family",Canada,English,4.7,Natasha Henstridge
4378,Living Dark: The Story of Ted the Caver ,Horror,USA,English,6.3,Matthew Alan
4379,Under the Same Moon ,"Adventure, Drama",Mexico,Spanish,7.4,America Ferrera
4380,Conquest of the Planet of the Apes ,"Action, Sci-Fi",USA,English,6.1,Roddy McDowall
4381,In the Bedroom ,"Crime, Drama",USA,English,7.5,Tom Wilkinson
4382,I Spit on Your Grave ,"Horror, Thriller",USA,English,6.3,Sarah Butler
4383,"Happy, Texas ","Comedy, Crime, Romance",USA,English,6.3,Ally Walker
4384,My Summer of Love ,"Drama, Romance",UK,English,6.8,Paddy Considine
4385,The Lunchbox ,"Drama, Romance",India,Hindi,7.8,Nawazuddin Siddiqui
4386,Yes ,"Drama, Romance",UK,English,6.9,Shirley Henderson
4387,You Can't Take It with You ,"Comedy, Drama, Romance",USA,English,8.0,Jean Arthur
4388,From Here to Eternity ,"Drama, Romance, War",USA,English,7.8,Montgomery Clift
4389,She Wore a Yellow Ribbon ,Western,USA,English,7.4,Harry Carey Jr.
4390,Grace Unplugged ,"Drama, Music",USA,English,6.1,Shawnee Smith
4391,Foolish ,"Comedy, Drama",USA,English,4.3,Eddie Griffin
4392,N-Secure ,"Crime, Drama, Thriller",USA,English,3.5,Essence Atkins
4393,Caramel ,"Comedy, Drama, Romance",France,Arabic,7.2,Yasmine Al Massri
4394,Out of the Dark ,"Horror, Thriller",USA,English,4.7,Stephen Rea
4395,The Bubble ,"Comedy, Drama, Romance",Israel,Hebrew,7.3,Ohad Knoller
4396,The Conversation ,"Drama, Mystery, Thriller",USA,English,7.9,Harrison Ford
4397,Dil Jo Bhi Kahey... ,Romance,India,English,5.1,Annabelle Wallis
4398,Mississippi Mermaid ,"Crime, Drama, Romance",France,French,7.2,Catherine Deneuve
4399,I Love Your Work ,"Drama, Mystery",USA,English,5.4,Judy Greer
4400,Cabin Fever ,Horror,USA,English,3.7,Dustin Ingram
4401,Dawn of the Dead ,"Action, Horror, Thriller",USA,English,7.4,Ty Burrell
4402,Waitress ,"Comedy, Drama, Romance",USA,English,7.1,Lew Temple
4403,Bloodsport ,"Action, Biography, Drama, Sport",USA,English,6.8,Bolo Yeung
4404,Mr. Smith Goes to Washington ,"Comedy, Drama",USA,English,8.2,Claude Rains
4405,Kids ,Drama,USA,English,7.0,Rosario Dawson
4406,The Squid and the Whale ,"Comedy, Drama",USA,English,7.4,William Baldwin
4407,Kissing Jessica Stein ,"Comedy, Drama, Romance",USA,English,6.7,Scott Cohen
4408,"A Woman, a Gun and a Noodle Shop ","Comedy, Drama",China,Mandarin,5.7,Honglei Sun
4410,Spellbound ,"Film-Noir, Mystery, Romance, Thriller",USA,English,7.6,Norman Lloyd
4411,Exotica ,"Drama, Mystery, Romance",Canada,English,7.2,Bruce Greenwood
4412,Buffalo '66 ,"Comedy, Crime, Drama, Romance",USA,English,7.5,Anjelica Huston
